age_DI,LoE_DI,nevents,target
1,2,35.0,0
1,2,20.0,0
1,2,169.0,1
1,2,538.0,0
1,2,267.0,1
1,2,100.0,0
1,2,271.0,1
1,2,391.0,1
1,2,126.0,0
1,2,178.0,0
1,2,63.0,1
1,2,45.0,0
1,2,147.0,0
1,2,77.0,0
1,2,155.0,1
1,2,88.0,0
1,2,69.0,0
1,2,36.0,0
1,2,59.0,0
1,2,10.0,0
1,2,69.0,1
1,2,31.0,0
1,2,7.0,0
1,2,111.0,0
1,2,105.0,0
1,2,186.0,1
1,2,66.0,0
1,2,71.0,0
1,2,375.0,1
1,2,19.0,0
1,2,84.0,0
1,2,467.0,0
1,2,31.0,0
1,2,78.0,0
1,2,15.0,0
1,2,108.0,1
1,2,3.0,0
1,2,2.0,1
1,2,72.0,1
1,2,6.0,1
1,2,238.0,1
1,2,324.0,1
1,2,5.0,1
1,2,20.0,0
1,2,110.0,1
1,2,163.0,0
1,2,30.0,0
1,2,86.0,0
1,2,226.0,1
1,2,40.0,0
1,2,98.0,1
1,2,16.0,0
1,2,56.0,0
1,2,207.0,1
1,2,72.0,0
1,2,363.0,1
1,2,35.0,0
1,2,112.0,1
1,2,254.0,1
1,2,82.0,0
1,2,202.0,1
1,2,13.0,0
1,2,128.0,1
1,2,21.0,0
1,2,68.0,0
1,2,227.0,0
1,2,107.0,1
1,2,17.0,0
1,2,118.0,1
1,2,607.0,1
1,2,143.0,1
1,2,139.0,1
1,2,153.0,1
1,2,3.0,1
1,2,8.0,0
1,2,11.0,0
1,2,1.0,0
1,2,12.0,0
1,2,87.0,1
1,2,197.0,1
1,2,276.0,1
1,2,343.0,0
1,2,197.0,1
1,2,42.0,0
1,2,4.0,1
1,2,199.0,0
1,2,1.0,1
1,2,36.0,0
1,2,45.0,0
1,2,68.0,0
1,2,37.0,0
1,2,27.0,0
1,2,29.0,0
1,2,17.0,0
1,2,52.0,0
1,2,77.0,0
1,2,9.0,1
1,2,54.0,0
1,2,55.0,0
1,2,93.0,1
1,2,29.0,0
1,2,207.0,0
1,2,627.0,0
1,2,148.0,0
1,2,161.0,0
1,2,35.0,0
1,2,154.0,0
1,2,55.0,0
1,2,121.0,1
1,2,24.0,0
1,2,18.0,0
1,2,24.0,0
1,2,23.0,0
1,2,25.0,0
1,2,89.0,1
1,2,89.0,0
1,2,48.0,0
1,2,97.0,0
1,2,58.0,0
1,2,34.0,0
1,2,47.0,0
1,2,44.0,0
1,2,226.0,1
1,2,164.0,0
1,2,125.0,0
1,2,6.0,0
1,2,3.0,0
1,2,26.0,0
1,2,152.0,0
1,2,108.0,0
1,2,96.0,0
1,2,144.0,1
1,2,118.0,1
1,2,76.0,1
1,2,53.0,0
1,2,102.0,0
1,2,269.0,1
1,2,30.0,0
1,2,263.0,1
1,2,192.0,1
1,2,189.0,1
1,2,272.0,1
1,2,82.0,0
1,2,180.0,1
1,2,199.0,1
1,2,183.0,1
1,2,8.0,1
1,2,213.0,1
1,2,686.0,1
1,2,212.0,1
1,2,18.0,0
1,2,176.0,0
1,2,2.0,0
1,2,123.0,0
1,2,560.0,1
1,2,84.0,0
1,2,81.0,0
1,2,94.0,0
1,2,155.0,0
1,2,31.0,0
1,2,60.0,0
1,2,37.0,0
1,2,118.0,0
1,2,57.0,0
1,2,3.0,0
1,2,2.0,1
1,2,4.0,1
1,2,282.0,0
1,2,39.0,0
1,2,95.0,0
1,2,52.0,0
1,2,1.0,1
1,2,23.0,1
1,2,18.0,0
1,2,8.0,0
1,2,62.0,0
1,2,19.0,0
1,2,241.0,1
1,2,31.0,0
1,2,283.0,1
1,2,37.0,0
1,2,363.0,1
1,2,50.0,0
1,2,5.0,0
1,2,484.0,0
1,2,321.0,1
1,2,3.0,0
1,2,127.0,1
1,2,67.0,1
1,2,2.0,1
1,2,36.0,0
1,2,281.0,0
1,2,73.0,1
1,2,155.0,1
1,2,176.0,1
1,2,21.0,0
1,2,15.0,0
1,2,86.0,1
1,2,92.0,0
1,2,1.0,1
1,2,312.0,1
1,2,57.0,0
1,2,6.0,0
1,2,73.0,0
1,2,12.0,1
1,2,120.0,0
1,2,73.0,1
1,2,65.0,0
1,2,17.0,0
1,2,1.0,0
1,2,161.0,1
1,2,16.0,1
1,2,123.0,0
1,2,99.0,0
1,2,5.0,0
1,2,1.0,0
1,2,90.0,1
1,2,423.0,0
1,2,48.0,0
1,2,58.0,0
1,2,2.0,1
1,2,52.0,0
1,2,29.0,0
1,2,192.0,1
1,2,49.0,0
1,2,40.0,0
1,2,71.0,0
1,2,593.0,1
1,2,5.0,0
1,2,126.0,0
1,2,148.0,0
1,2,10.0,0
1,2,2.0,0
1,2,45.0,0
1,2,97.0,0
1,2,66.0,0
1,2,1.0,1
1,2,104.0,1
1,2,29.0,0
1,2,87.0,1
1,2,57.0,0
1,2,44.0,0
1,2,622.0,1
1,2,120.0,0
1,2,179.0,0
1,2,63.0,0
1,2,57.0,0
1,2,436.0,0
1,2,14.0,0
1,2,47.0,0
1,2,45.0,0
1,2,56.0,1
1,2,17.0,0
1,2,98.0,0
1,2,38.0,0
1,2,70.0,0
1,2,45.0,1
1,2,11.0,0
1,2,268.0,1
1,2,185.0,1
1,2,70.0,0
1,2,60.0,1
1,2,74.0,0
1,2,76.0,0
1,2,4.0,0
1,2,75.0,1
1,2,25.0,0
1,2,558.0,1
1,2,18.0,0
1,2,11.0,0
1,2,34.0,0
1,2,89.0,0
1,2,168.0,1
1,2,90.0,0
1,2,1136.0,1
1,2,119.0,0
1,2,38.0,0
1,2,221.0,1
1,2,26.0,0
1,2,54.0,1
1,2,244.0,1
1,2,41.0,0
1,2,20.0,0
1,2,63.0,0
1,2,74.0,1
1,2,2.0,0
1,2,56.0,0
1,2,56.0,1
1,2,85.0,0
1,2,62.0,0
1,2,10.0,0
1,2,17.0,0
1,2,112.0,1
1,2,16.0,1
1,2,204.0,0
1,2,31.0,0
1,2,57.0,0
1,2,20.0,0
1,2,24.0,0
1,2,37.0,0
1,2,161.0,0
1,2,70.0,1
1,2,76.0,0
1,2,87.0,0
1,2,252.0,1
1,2,8.0,0
1,2,262.0,1
1,2,276.0,0
1,2,49.0,0
1,2,146.0,0
1,2,53.0,0
1,2,155.0,1
1,2,24.0,1
1,2,45.0,0
1,2,164.0,0
1,2,48.0,0
1,2,424.0,1
1,2,455.0,1
1,2,211.0,1
1,2,88.0,0
1,2,90.0,0
1,2,1.0,1
1,2,1.0,1
1,2,5.0,0
1,2,3.0,0
1,2,26.0,1
1,2,145.0,0
1,2,307.0,1
1,2,117.0,1
1,2,58.0,0
1,2,17.0,0
1,2,499.0,0
1,2,201.0,1
1,2,142.0,1
1,2,298.0,1
1,2,94.0,0
1,2,32.0,0
1,2,270.0,1
1,2,97.0,0
1,2,69.0,0
1,2,38.0,0
1,2,217.0,0
1,2,43.0,1
1,2,94.0,0
1,2,106.0,1
1,2,115.0,1
1,2,22.0,0
1,2,289.0,0
1,2,277.0,0
1,2,137.0,0
1,2,411.0,0
1,2,376.0,0
1,2,399.0,0
1,2,298.0,0
1,2,221.0,0
1,2,423.0,0
1,2,465.0,0
1,2,81.0,1
1,2,535.0,0
1,2,16.0,0
1,2,166.0,0
1,2,338.0,0
1,2,67.0,0
1,2,188.0,0
1,2,103.0,0
1,2,40.0,0
1,2,221.0,0
1,2,40.0,0
1,2,27.0,0
1,2,476.0,0
1,2,71.0,0
1,2,269.0,0
1,2,207.0,0
1,2,77.0,0
1,2,339.0,0
1,2,88.0,0
1,2,88.0,0
1,2,115.0,0
1,2,73.0,0
1,2,56.0,0
1,2,308.0,1
1,2,309.0,0
1,2,574.0,0
1,2,205.0,0
1,2,461.0,0
1,2,293.0,0
1,2,252.0,0
1,2,264.0,0
1,2,9.0,0
1,2,319.0,0
1,2,148.0,0
1,2,100.0,0
1,2,301.0,0
1,2,181.0,0
1,2,117.0,0
1,2,86.0,0
1,2,140.0,0
1,2,203.0,1
1,2,135.0,0
1,2,279.0,1
1,2,1595.0,0
1,2,109.0,1
1,2,9.0,1
1,2,102.0,0
1,2,92.0,0
1,2,51.0,0
1,2,174.0,0
1,2,104.0,0
1,2,232.0,0
1,2,46.0,0
1,2,12.0,1
1,2,68.0,1
1,2,242.0,1
1,2,180.0,0
1,2,75.0,0
1,2,639.0,0
1,2,262.0,1
1,3,165.0,1
1,3,2.0,1
1,3,298.0,0
1,3,182.0,1
1,3,567.0,0
1,3,524.0,0
1,3,75.0,0
1,3,208.0,0
1,3,124.0,1
1,3,13.0,0
1,3,148.0,0
1,3,136.0,1
1,3,65.0,0
1,3,280.0,1
1,3,296.0,0
1,3,53.0,0
1,3,96.0,1
1,3,1.0,1
1,3,19.0,0
1,3,61.0,0
1,3,62.0,0
1,3,5.0,0
1,3,7.0,0
1,3,150.0,1
1,3,71.0,0
1,3,154.0,1
1,3,28.0,0
1,3,38.0,0
1,3,124.0,0
1,3,4.0,0
1,3,91.0,1
1,3,123.0,1
1,3,100.0,1
1,3,115.0,0
1,3,1.0,0
1,3,2.0,0
1,3,1.0,0
1,3,30.0,0
1,3,53.0,0
1,3,22.0,0
1,3,42.0,1
1,3,222.0,1
1,3,23.0,0
1,3,75.0,1
1,3,330.0,1
1,3,10.0,0
1,3,127.0,0
1,3,101.0,0
1,3,1401.0,0
1,3,92.0,0
1,3,173.0,1
1,3,7.0,0
1,3,151.0,1
1,3,55.0,0
1,3,693.0,0
1,3,48.0,0
1,3,12.0,0
1,3,69.0,1
1,3,216.0,1
1,3,105.0,1
1,3,25.0,0
1,3,152.0,1
1,3,164.0,1
1,3,2.0,1
1,3,96.0,0
1,3,324.0,0
1,3,75.0,0
1,3,96.0,0
1,3,336.0,0
1,3,361.0,0
1,3,69.0,0
1,3,277.0,1
1,3,27.0,1
1,3,50.0,0
1,3,94.0,1
1,3,33.0,0
1,3,242.0,1
1,3,89.0,1
1,3,104.0,0
1,3,52.0,0
1,3,20.0,1
1,3,34.0,0
1,3,22.0,1
1,3,54.0,0
1,3,150.0,1
1,3,9.0,0
1,3,430.0,1
1,3,88.0,1
1,3,214.0,1
1,3,146.0,1
1,3,191.0,1
1,3,17.0,0
1,3,41.0,0
1,3,110.0,0
1,3,15.0,0
1,3,69.0,0
1,3,7786.0,0
1,3,33.0,0
1,3,5.0,0
1,3,11.0,0
1,3,12.0,1
1,3,35.0,0
1,3,63.0,0
1,3,437.0,0
1,3,726.0,1
1,3,292.0,0
1,3,63.0,0
1,3,29.0,0
1,3,114.0,0
1,3,407.0,0
1,1,226.0,0
1,1,42.0,0
1,1,47.0,0
1,1,24.0,0
1,1,128.0,0
1,1,321.0,1
1,1,129.0,0
1,1,383.0,0
1,1,27.0,0
1,1,19.0,0
1,1,2.0,0
1,1,145.0,0
1,1,162.0,1
1,1,29.0,0
1,1,3.0,0
1,1,198.0,1
1,1,263.0,0
1,1,268.0,1
1,1,288.0,1
1,1,39.0,0
1,1,306.0,1
1,1,67.0,0
1,1,19.0,0
1,1,22.0,0
1,1,27.0,0
1,1,22.0,0
1,1,303.0,0
1,1,49.0,0
1,1,139.0,0
1,1,37.0,0
1,1,249.0,0
1,1,18.0,0
1,1,17.0,0
1,1,356.0,0
1,1,240.0,0
1,1,26.0,0
1,1,91.0,0
1,1,51.0,0
1,1,172.0,0
1,1,124.0,0
1,1,314.0,0
1,1,10.0,0
1,1,89.0,0
1,1,91.0,0
1,1,72.0,0
1,1,42.0,0
1,1,53.0,0
1,1,174.0,0
1,1,9.0,0
1,1,216.0,0
1,1,242.0,0
1,1,33.0,0
1,1,143.0,0
1,1,525.0,0
1,1,1170.0,0
1,1,197.0,0
1,1,2334.0,0
1,1,71.0,0
1,1,14.0,0
1,1,56.0,0
1,1,90.0,0
1,1,127.0,0
1,1,52.0,0
1,1,18.0,0
1,1,30.0,0
1,1,102.0,1
1,1,37.0,0
1,1,11.0,0
1,1,33.0,0
1,1,72.0,0
1,1,184.0,1
1,1,86.0,1
1,1,5.0,0
1,1,70.0,0
1,1,122.0,1
1,1,41.0,0
1,1,40.0,0
1,1,44.0,0
1,1,35.0,0
1,1,2.0,0
1,1,28.0,0
1,1,18.0,0
1,1,18.0,0
1,1,53.0,1
1,1,40.0,1
1,1,14.0,0
1,1,81.0,0
1,1,81.0,0
1,1,23.0,0
1,1,31.0,0
1,1,13.0,0
1,1,40.0,1
1,1,181.0,0
1,1,25.0,0
1,1,115.0,0
1,1,92.0,1
1,1,27.0,0
1,1,73.0,1
1,1,25.0,0
1,1,36.0,0
1,1,39.0,0
1,1,52.0,1
1,1,158.0,0
1,1,14.0,0
1,1,13.0,0
1,1,154.0,1
1,1,157.0,1
1,1,24.0,1
1,1,49.0,0
1,1,68.0,0
1,1,1.0,0
1,1,344.0,1
1,1,52.0,0
1,1,182.0,1
1,1,1.0,0
1,1,127.0,1
1,1,639.0,1
1,1,63.0,1
1,1,63.0,1
1,1,65.0,0
1,1,1.0,0
1,1,13.0,0
1,1,212.0,0
1,1,2.0,0
1,1,306.0,0
1,1,115.0,0
1,1,2.0,1
1,1,113.0,1
1,1,37.0,0
1,1,78.0,1
1,1,12.0,1
1,1,144.0,1
1,1,130.0,0
1,1,121.0,0
1,1,4.0,0
1,1,132.0,1
1,1,142.0,1
1,1,39.0,0
1,1,205.0,1
1,1,6.0,0
1,1,40.0,0
1,1,119.0,0
1,1,161.0,1
1,1,253.0,1
1,1,53.0,0
1,1,1.0,1
1,1,50.0,0
1,1,48.0,1
1,1,425.0,1
1,1,37.0,0
1,1,42.0,0
1,1,44.0,0
1,1,75.0,1
1,1,19.0,0
1,1,82.0,1
1,1,3.0,0
1,1,16.0,0
1,1,50.0,0
1,1,65.0,0
1,1,23.0,0
1,1,151.0,1
1,1,233.0,1
1,1,63.0,0
1,1,27.0,0
1,1,33.0,0
1,1,1.0,1
1,1,42.0,0
1,1,363.0,0
1,1,106.0,0
1,1,7.0,0
1,1,160.0,0
1,1,371.0,0
1,1,402.0,0
1,1,350.0,0
1,1,86.0,0
1,1,24.0,0
1,1,396.0,0
1,1,47.0,0
1,1,172.0,0
1,1,56.0,0
1,1,75.0,0
1,1,216.0,0
1,1,9.0,0
1,1,82.0,0
1,1,1000.0,0
1,1,521.0,1
1,1,24.0,0
1,1,98.0,0
1,1,528.0,1
1,1,24.0,0
1,1,289.0,0
1,1,1.0,1
1,1,98.0,0
1,1,379.0,1
1,1,56.0,0
1,1,17.0,0
1,1,136.0,0
1,1,55.0,0
1,1,97.0,1
1,1,17.0,0
1,1,25.0,0
1,1,69.0,0
1,1,94.0,1
1,1,148.0,1
1,1,98.0,1
1,1,99.0,0
1,1,140.0,1
1,1,57.0,0
1,1,36.0,1
1,1,400.0,1
1,1,183.0,1
1,1,166.0,0
1,1,133.0,1
1,1,10.0,0
1,1,7.0,0
1,1,80.0,1
1,1,64.0,0
1,1,47.0,0
1,1,13.0,0
1,1,209.0,1
1,1,61.0,0
1,1,229.0,1
1,1,44.0,0
1,1,6.0,0
1,1,87.0,0
1,1,52.0,0
1,1,109.0,0
1,1,114.0,0
1,1,10.0,0
1,1,337.0,1
1,1,217.0,0
1,1,66.0,0
1,1,50.0,0
1,1,292.0,0
1,1,27.0,0
1,1,122.0,0
1,1,89.0,0
1,1,424.0,0
1,1,200.0,0
1,1,60.0,0
1,1,83.0,0
1,1,240.0,0
1,1,284.0,0
1,1,229.0,0
1,1,230.0,0
1,1,232.0,0
1,1,84.0,0
1,1,77.0,0
1,1,210.0,0
1,1,74.0,0
1,1,2978.0,0
1,1,41.0,0
1,1,68.0,0
1,1,48.0,0
1,1,232.0,1
1,1,39.0,0
1,1,26.0,0
1,1,231.0,0
1,1,259.0,0
1,1,1426.0,1
1,1,1568.0,1
1,1,98.0,0
1,1,26.0,0
1,1,17.0,0
1,1,13.0,0
1,1,8.0,0
1,1,178.0,1
1,1,62.0,0
1,1,20.0,0
1,1,104.0,0
1,1,46.0,0
1,1,45.0,0
1,1,25.0,0
1,1,23.0,0
1,1,263.0,0
1,1,40.0,0
1,1,31.0,0
1,1,178.0,1
1,1,104.0,1
1,1,34.0,0
1,1,47.0,0
1,1,112.0,1
1,1,652.0,1
1,1,30.0,0
1,1,169.0,1
1,1,96.0,0
1,1,21.0,0
1,1,9.0,0
1,1,161.0,1
1,1,7.0,0
1,1,81.0,1
1,1,33.0,0
1,1,208.0,1
1,1,249.0,1
1,1,149.0,1
1,1,30.0,0
1,1,103.0,0
1,1,163.0,1
1,1,20.0,0
1,1,35.0,0
1,1,2832.0,0
1,1,2.0,1
1,1,78.0,0
1,1,44.0,0
1,1,6.0,0
1,1,309.0,1
1,1,81.0,0
1,1,11.0,1
1,1,106.0,1
1,1,16.0,0
1,1,49.0,1
1,1,44.0,0
1,1,151.0,1
1,1,338.0,1
1,1,476.0,0
1,1,1053.0,0
1,1,23.0,0
1,1,358.0,0
1,1,400.0,0
1,1,34.0,0
1,1,49.0,0
1,1,20.0,0
1,1,79.0,0
1,1,14.0,0
1,1,129.0,0
1,1,36.0,0
1,1,108.0,0
1,1,4.0,1
1,1,3.0,1
1,1,107.0,0
1,1,79.0,0
1,1,177.0,0
1,1,15.0,0
1,1,112.0,1
1,1,60.0,0
1,1,248.0,1
1,1,228.0,0
1,1,57.0,0
1,1,55.0,0
1,1,303.0,1
1,1,670.0,0
1,1,27.0,0
1,1,296.0,0
1,1,75.0,0
1,1,97.0,1
1,1,79.0,0
1,1,128.0,0
1,1,56.0,0
1,1,25.0,0
1,1,97.0,0
1,1,43.0,0
1,1,40.0,0
1,1,106.0,1
1,1,371.0,0
1,1,127.0,0
1,1,19.0,0
1,1,505.0,0
1,1,329.0,1
1,1,89.0,0
1,1,16.0,0
1,1,2.0,0
1,1,288.0,1
1,1,328.0,0
1,1,643.0,1
1,1,218.0,1
1,1,128.0,0
1,1,9.0,0
1,1,104.0,0
1,1,31.0,0
1,1,170.0,1
1,1,2.0,0
1,1,250.0,0
1,1,22.0,0
1,1,52.0,0
1,1,127.0,0
1,1,95.0,1
1,1,1.0,0
1,1,2.0,1
1,1,123.0,0
1,1,252.0,0
1,1,15.0,0
1,1,232.0,0
1,1,100.0,0
1,1,388.0,0
1,1,247.0,0
1,1,578.0,0
1,1,104.0,1
1,1,63.0,1
1,1,22.0,0
1,1,2.0,0
1,1,219.0,0
1,1,56.0,0
1,1,10.0,0
1,1,4.0,0
1,1,114.0,0
1,1,144.0,1
1,1,35.0,0
1,1,3.0,0
1,1,790.0,1
1,1,37.0,0
1,1,90.0,0
1,1,215.0,0
1,1,18.0,0
1,1,54.0,0
1,1,12.0,0
1,1,228.0,1
1,1,11.0,0
1,1,75.0,0
1,1,20.0,0
1,1,47.0,0
1,1,7.0,0
1,1,34.0,0
1,1,120.0,0
1,1,30.0,0
1,1,5.0,0
1,1,105.0,0
1,1,119.0,1
1,1,196.0,1
1,1,79.0,0
1,1,95.0,1
1,1,12.0,1
1,1,3.0,1
1,1,42.0,0
1,1,57.0,0
1,1,2.0,0
1,1,3.0,0
1,1,182.0,1
1,1,156.0,0
1,1,99.0,0
1,1,14.0,0
1,1,44.0,0
1,1,73.0,0
1,1,32.0,0
1,1,8.0,0
1,1,88.0,0
1,1,361.0,1
1,1,37.0,0
1,1,258.0,1
1,1,221.0,1
1,1,266.0,1
1,1,23.0,0
1,1,14.0,0
1,1,19.0,0
1,1,37.0,0
1,1,111.0,1
1,1,82.0,0
1,1,215.0,0
1,1,26.0,0
1,1,20.0,0
1,1,392.0,0
1,1,189.0,1
1,1,27.0,0
1,1,53.0,0
1,1,251.0,1
1,1,162.0,1
1,1,1.0,0
1,1,26.0,0
1,1,11.0,0
1,1,29.0,0
1,1,53.0,0
1,1,27.0,0
1,1,6.0,0
1,1,63.0,0
1,1,113.0,1
1,1,19.0,0
1,1,14.0,0
1,1,70.0,1
1,1,291.0,0
1,1,209.0,1
1,1,2.0,0
1,1,136.0,0
1,1,58.0,0
1,1,147.0,1
1,1,57.0,0
1,1,70.0,0
1,1,148.0,0
1,1,49.0,0
1,1,12.0,0
1,1,102.0,0
1,1,204.0,0
1,1,576.0,0
1,1,8.0,0
1,1,58.0,0
1,1,80.0,0
1,1,42.0,0
1,1,34.0,0
1,1,21.0,0
1,1,19.0,0
1,1,28.0,0
1,1,25.0,0
1,1,1.0,0
1,1,205.0,1
1,1,250.0,1
1,1,7.0,0
1,1,294.0,1
1,1,560.0,1
1,1,300.0,0
1,1,24.0,1
1,1,222.0,1
1,1,399.0,0
1,1,1.0,0
1,1,15.0,0
1,1,82.0,1
1,1,489.0,0
1,1,3.0,0
1,1,30.0,1
1,1,36.0,0
1,1,186.0,1
1,1,378.0,0
1,1,48.0,1
1,1,255.0,1
1,1,455.0,1
1,1,150.0,0
1,1,65.0,1
1,1,24.0,0
1,1,73.0,0
1,1,478.0,1
1,1,592.0,1
1,1,64.0,0
1,1,137.0,1
1,1,139.0,1
1,1,298.0,1
1,1,166.0,0
1,1,166.0,0
1,1,294.0,0
1,1,373.0,0
1,1,348.0,0
1,1,131.0,1
1,1,56.0,0
1,1,13.0,0
1,1,129.0,0
1,1,149.0,0
1,1,50.0,0
1,1,64.0,0
1,1,34.0,0
1,1,59.0,0
1,1,5.0,0
1,1,54.0,0
1,1,50.0,0
1,1,3.0,0
1,1,274.0,0
1,1,96.0,0
1,1,266.0,1
1,1,15.0,0
1,1,53.0,0
1,1,40.0,1
1,1,25.0,0
1,1,441.0,0
1,1,38.0,0
1,1,165.0,0
1,1,53.0,0
1,1,138.0,1
1,1,245.0,1
1,1,1.0,0
1,1,1.0,0
1,1,55.0,1
1,1,53.0,1
1,1,9.0,0
1,1,11.0,1
1,1,675.0,1
1,1,35.0,1
1,1,11.0,0
1,1,411.0,0
1,1,72.0,0
1,1,62.0,0
1,1,38.0,0
1,1,135.0,0
1,1,21.0,0
1,1,38.0,0
1,1,471.0,1
1,1,23.0,0
1,1,78.0,0
1,1,1.0,0
1,1,145.0,1
1,1,210.0,1
1,1,176.0,1
1,1,60.0,0
1,1,2.0,1
1,1,38.0,0
1,1,301.0,1
1,1,212.0,1
1,1,426.0,1
1,1,258.0,0
1,1,46.0,1
1,1,752.0,1
1,1,110.0,1
1,1,304.0,1
1,1,154.0,1
1,1,97.0,1
1,1,28.0,0
1,1,191.0,0
1,1,97.0,1
1,1,210.0,1
1,1,1.0,1
1,1,49.0,0
1,1,371.0,0
1,1,368.0,1
1,1,47.0,0
1,1,81.0,0
1,1,211.0,0
1,1,53.0,0
1,1,73.0,0
1,1,104.0,0
1,1,14.0,0
1,1,247.0,0
1,1,7.0,0
1,1,227.0,0
1,1,117.0,0
1,1,48.0,0
1,1,4.0,0
1,3,21.0,0
1,3,105.0,0
1,3,187.0,1
1,3,41.0,0
1,3,719.0,1
1,3,55.0,0
1,3,164.0,0
1,3,252.0,0
1,3,12.0,0
1,3,2.0,0
1,3,109.0,0
1,3,25.0,0
1,3,22.0,0
1,3,16.0,0
1,3,21.0,0
1,3,57.0,0
1,3,188.0,0
1,3,257.0,0
1,3,554.0,0
1,3,193.0,0
1,3,2.0,0
1,3,184.0,0
1,3,53.0,0
1,3,33.0,0
1,3,52.0,0
1,3,80.0,1
1,3,57.0,0
1,3,29.0,1
1,3,57.0,0
1,3,15.0,0
1,3,73.0,1
1,3,174.0,0
1,3,24.0,0
1,3,65.0,0
1,3,49.0,0
1,3,2.0,0
1,3,100.0,0
1,3,6.0,0
1,3,26.0,0
1,3,20.0,0
1,3,75.0,0
1,3,31.0,0
1,3,13.0,0
1,3,72.0,0
1,3,12.0,0
1,3,9.0,0
1,3,84.0,0
1,3,264.0,0
1,3,128.0,0
1,3,297.0,0
1,3,55.0,0
1,3,348.0,0
1,3,461.0,0
1,3,199.0,0
1,3,1086.0,0
1,3,177.0,1
1,3,52.0,0
1,3,51.0,0
1,3,375.0,0
1,3,108.0,0
1,3,40.0,0
1,3,68.0,0
1,3,10.0,0
1,3,124.0,1
1,3,99.0,0
1,3,79.0,0
1,3,120.0,0
1,3,98.0,1
1,3,19.0,0
1,3,38.0,0
1,3,47.0,0
1,3,55.0,0
1,3,33.0,0
1,3,93.0,0
1,3,149.0,1
1,3,3.0,0
1,3,184.0,1
1,3,90.0,0
1,3,344.0,1
1,3,228.0,1
1,3,314.0,1
1,3,38.0,1
1,3,97.0,1
1,3,127.0,0
1,3,19.0,0
1,3,28.0,0
1,3,85.0,0
1,3,40.0,0
1,3,299.0,1
1,3,190.0,0
1,3,241.0,1
1,3,55.0,0
1,3,88.0,1
1,3,117.0,0
1,3,151.0,1
1,3,418.0,1
1,3,848.0,1
1,3,18.0,0
1,3,306.0,0
1,3,104.0,0
1,3,65.0,0
1,3,12.0,0
1,3,15.0,0
1,3,186.0,1
1,3,25.0,0
1,3,69.0,1
1,3,445.0,1
1,3,169.0,0
1,3,342.0,0
1,3,100.0,0
1,3,92.0,0
1,3,11.0,0
1,3,292.0,0
1,3,218.0,1
1,3,257.0,0
1,3,39.0,0
1,3,519.0,1
1,3,48.0,0
1,3,45.0,0
1,3,37.0,0
1,3,10.0,0
1,3,130.0,0
1,3,14.0,0
1,3,57.0,0
1,3,44.0,0
1,3,7.0,0
1,3,264.0,1
1,3,115.0,1
1,3,402.0,1
1,3,36.0,0
1,3,61.0,0
1,3,49.0,0
1,3,202.0,0
1,3,192.0,1
1,3,114.0,1
1,3,129.0,1
1,3,672.0,1
1,3,120.0,1
1,3,20.0,0
1,3,169.0,1
1,3,3725.0,1
1,3,44.0,1
1,3,63.0,0
1,3,128.0,0
1,3,19.0,0
1,3,31.0,1
1,3,2.0,1
1,3,5.0,1
1,3,210.0,1
1,3,52.0,0
1,3,51.0,0
1,3,86.0,0
1,3,74.0,0
1,3,25.0,0
1,3,543.0,0
1,3,597.0,1
1,3,395.0,0
1,3,19.0,0
1,3,58.0,0
1,3,188.0,0
1,3,43.0,1
1,3,299.0,1
1,3,26.0,0
1,3,268.0,0
1,3,39.0,0
1,3,204.0,1
1,3,28.0,0
1,3,110.0,0
1,3,369.0,0
1,3,42.0,0
1,3,42.0,0
1,3,91.0,1
1,3,18.0,0
1,3,15.0,0
1,3,28.0,0
1,3,228.0,0
1,3,51.0,0
1,3,102.0,0
1,3,23.0,0
1,3,19.0,0
1,3,26.0,0
1,3,2.0,0
1,3,58.0,0
1,3,162.0,1
1,3,67.0,0
1,3,27.0,0
1,3,32.0,0
1,3,60.0,0
1,3,67.0,0
1,3,209.0,1
1,3,44.0,0
1,3,1.0,0
1,3,63.0,0
1,3,212.0,1
1,3,47.0,0
1,3,59.0,0
1,3,40.0,0
1,3,8.0,0
1,3,43.0,0
1,3,94.0,0
1,3,36.0,0
1,3,52.0,1
1,3,108.0,1
1,3,4.0,1
1,3,106.0,0
1,3,268.0,0
1,3,6.0,1
1,3,33.0,0
1,3,151.0,0
1,3,3.0,0
1,3,31.0,0
1,3,1.0,1
1,3,13.0,0
1,3,27.0,0
1,3,276.0,1
1,3,1.0,0
1,3,2.0,0
1,3,172.0,1
1,3,76.0,0
1,3,28.0,0
1,3,1.0,1
1,3,522.0,1
1,3,44.0,0
1,3,23.0,0
1,3,86.0,0
1,3,33.0,0
1,3,56.0,0
1,3,8.0,0
1,3,2.0,0
1,3,20.0,0
1,3,89.0,1
1,3,394.0,1
1,3,169.0,1
1,3,174.0,1
1,3,41.0,0
1,3,81.0,0
1,3,219.0,0
1,3,22.0,0
1,3,353.0,1
1,3,158.0,0
1,3,340.0,0
1,3,132.0,0
1,3,35.0,0
1,3,70.0,0
1,3,133.0,0
1,3,426.0,1
1,3,396.0,1
1,3,102.0,1
1,3,384.0,1
1,3,130.0,1
1,3,134.0,1
1,3,139.0,0
1,3,60.0,0
1,3,125.0,1
1,3,25.0,0
1,3,183.0,1
1,3,9.0,0
1,3,58.0,0
1,3,45.0,0
